,Unnamed: 0,id,book_id,best_book_id,work_id,books_count,isbn13,original_publication_year,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,goodreads_book_id
397,397,398,1097,1097,2207547,61,9780060838580.0,2001.0,3.73,179347,183361,5063,7881,12314,47602,69009,1097
398,398,399,3950967,3950967,3007490,131,9780747599880.0,2007.0,4.06,284833,319107,11330,3019,15025,69367,103350,3950967
399,399,400,22328,888628,909457,143,9780441569600.0,1984.0,3.88,183878,202417,6623,9313,14728,40328,65376,22328
400,400,401,10799,10799,4652599,425,9780099910110.0,1929.0,3.79,186613,207523,7249,6224,16181,50604,77096,10799
401,401,402,391729,391729,1383053,12,9780553212280.0,1843.0,4.15,195689,197636,1050,2456,6438,33803,70786,391729
402,402,403,10534,10534,3200649,1865,9781590302260.0,-500.0,3.95,167332,203948,6335,2930,11589,48265,70644,10534
403,403,404,11367726,11367726,16298550,76,9780385344230.0,2012.0,3.97,182025,202066,17681,2777,8608,42024,87107,11367726
404,404,405,4980,4980,2859378,112,9780385334200.0,1973.0,4.08,178154,187177,5265,2137,7189,34421,72558,4980
405,405,406,627206,627206,1763052,64,9780874774240.0,1979.0,3.84,218264,224450,591,16846,16544,44024,56358,627206
406,406,407,5826,5826,859342,77,9780060838720.0,2001.0,3.92,192330,200256,12134,4523,13395,43193,71190,5826
407,407,408,1842,1842,2138852,118,9780739467350.0,1997.0,4.0,171558,185443,7872,4352,9752,35299,68549,1842
408,408,409,9375,9375,2129359,94,9780375508420.0,1987.0,4.26,207508,216286,4439,1259,4353,31358,79626,9375
409,409,410,37781,37781,825843,161,9780385474540.0,1958.0,3.61,199346,213360,9884,9494,22041,59144,74584,37781
410,410,411,33722,33722,2914,99,9780385338690.0,2005.0,3.82,200509,209361,6772,4985,13344,56048,75290,33722
411,411,412,567795,23878688,832090,147,9781881273160.0,1990.0,4.23,165675,195438,7647,2672,6275,29306,63108,567795
412,412,413,7190,7190,1263212,1341,,1844.0,4.06,195274,221481,4974,2176,8195,46090,83254,7190
413,413,414,6948436,6948436,4126074,82,9781416589650.0,2008.0,3.7,116784,197953,19680,5111,16849,54949,77107,6948436
414,414,415,3975774,3975774,4021549,78,9780312532760.0,2009.0,3.59,230031,235704,9228,16941,29301,59174,59075,3975774
415,415,416,6327,6327,105046,174,9780590032490.0,1983.0,4.17,221431,234145,5190,3156,7583,40191,79598,6327
416,416,417,40440,40440,849453,137,9780743298020.0,2006.0,3.95,213200,228602,19432,4510,12847,49274,85569,40440
417,417,418,6479259,6479259,6670482,71,9781595142500.0,2010.0,4.37,224247,235076,8030,2755,5907,26981,66097,6479259
418,418,419,5996153,5996153,6651007,76,9781595141990.0,2009.0,4.35,231853,244376,8782,2186,6182,30711,70250,5996153
419,419,420,3478,3478,1622450,133,9780446676080.0,1998.0,3.95,185116,192001,3721,4500,11979,44190,59999,3478
420,420,421,8683812,8683812,13556031,77,9780345521310.0,2011.0,3.79,191850,207590,18836,3575,12959,53900,89887,8683812
421,421,422,862041,862041,2962492,76,9780545044260.0,1998.0,4.74,190050,204125,6508,1105,1285,7020,30666,862041
422,422,423,16248068,16248068,20397129,84,9780062059960.0,2013.0,4.02,234247,269816,21810,4780,15546,53644,91201,16248068
423,423,424,119073,119073,3138328,428,9780156001310.0,1980.0,4.11,200217,224974,6075,4575,10031,36282,79311,119073
424,424,425,46799,46799,2115708,92,9781416914630.0,1971.0,3.77,196677,205554,9202,7940,18269,51957,63188,46799
425,425,426,310612,310612,968084,131,9780802130200.0,1980.0,3.89,170776,185391,11881,10993,15078,31369,54306,310612
426,426,427,92303,92303,649216,728,9781580495810.0,1895.0,4.17,210630,232256,6560,2127,7457,38513,85492,92303
427,427,428,12127750,12127750,17115055,65,9781423140600.0,2012.0,4.47,277491,293586,13332,2771,4480,26318,77876,12127750
428,428,429,34497,34497,194190,153,9780060855920.0,1983.0,3.97,190590,225614,6520,3601,11554,50463,81295,34497
429,429,430,4929,4929,6191072,157,9781400079280.0,2002.0,4.13,167593,195365,13279,2593,7557,30809,75564,4929
430,430,431,28877,28877,925503,191,9780525945570.0,1981.0,4.01,194013,205433,3309,3012,7790,43235,80662,28877
431,431,432,41804,41804,1796026,218,9780553803710.0,1950.0,4.17,198368,210219,4335,1221,5332,35107,82535,41804
432,432,433,42899,42899,2158128,73,9780451216950.0,2005.0,4.21,227021,238633,10769,6659,10012,33160,64879,42899
433,433,434,7791997,7791997,6867038,73,9781416989430.0,2010.0,4.07,226237,234040,10041,5296,13835,43129,68217,7791997
434,434,435,6482837,6482837,6674135,82,9780061726810.0,2010.0,3.92,220160,232559,17705,6283,15320,50933,79050,6482837
435,435,436,9777,9777,810135,168,9780679457310.0,1997.0,3.91,165378,182127,9294,5833,12631,37349,61880,9777
436,436,437,18079776,18079776,25387072,63,9780670024780.0,2014.0,4.23,168006,193774,19518,1466,4021,25745,80524,18079776
437,437,438,6469165,6469165,6659752,68,9780141043760.0,2009.0,4.05,165704,205778,17382,1599,6071,38562,93941,6469165
438,438,439,3869,3869,2192250,246,9780553380160.0,1987.0,4.12,165628,181410,5146,2487,6028,30632,70364,3869
439,439,440,7315573,7315573,8842841,140,9780525951650.0,2010.0,4.26,168911,190478,11859,2009,5158,24893,68375,7315573
440,440,441,6320534,6320534,6760952,110,9781439148500.0,2009.0,3.89,183292,201322,13086,4863,12998,44938,74323,6320534
441,441,442,830,830,493634,80,9780553380960.0,1992.0,4.02,175883,187292,7075,7982,10158,29605,61336,830
442,442,443,51738,51738,1032901,61,9780670061050.0,2006.0,4.06,202180,207930,7319,3665,10143,40684,68323,51738
443,443,444,99107,99107,1225592,244,9780525467560.0,1926.0,4.34,207550,215213,2978,2636,5254,28148,60427,99107
444,444,445,9736930,9736930,14625976,150,9780062060560.0,2011.0,3.87,180896,213136,19206,3703,12436,51695,84940,9736930
445,445,446,102868,102868,1997473,1106,9781420925530.0,1887.0,4.15,201499,220115,6954,2318,5550,38107,85345,102868
446,446,447,2248573,2248573,3124969,143,9780375826730.0,2008.0,4.03,211645,226941,7993,4273,13094,44147,75689,2248573
447,447,448,56495,56495,2265235,149,9780310277000.0,2002.0,3.9,170491,176463,2755,9635,13051,34305,48395,56495
448,448,449,676924,676924,662923,80,9780312360280.0,2007.0,3.93,205340,213261,4993,6222,15443,47467,62243,676924
449,449,450,47212,47212,1137060,75,9780451457810.0,2000.0,4.02,203053,219442,12005,3325,9842,45940,80371,47212
450,450,451,50398,50398,4039699,122,9781593082640.0,1817.0,3.8,205167,232299,8616,4132,15938,65157,84363,50398
451,451,452,16101128,16101128,19187812,102,9780399162410.0,2013.0,4.1,260048,287540,26756,6176,13097,47631,98816,16101128
452,452,453,10920,10920,1006369,97,9780802142850.0,1997.0,3.83,185979,190137,4884,6078,14021,43914,68143,10920
453,453,454,767680,767680,3132746,41,9780060245860.0,1985.0,4.24,198083,198778,3016,3208,7772,32336,50573,767680
454,454,455,42155,42155,1470371,43,9780312323870.0,2005.0,3.92,172417,178529,6646,2164,9144,44161,68226,42155
455,455,456,12220,12220,142449,109,9780822210890.0,1947.0,3.97,194493,206983,2841,3436,11347,45238,74929,12220
456,456,457,10692,10692,3061272,129,9780751537280.0,2005.0,3.77,190473,207529,14252,8554,18768,48197,68781,10692
457,457,458,20170404,20170404,28098716,63,9780385353300.0,2014.0,4.02,160466,189380,24215,4039,8449,33537,77755,20170404
458,458,459,18774964,18774964,21619954,132,9781476738020.0,2012.0,4.35,183777,243440,34386,2589,5734,25138,81377,18774964
459,459,460,18335634,18335634,6309710,79,9781406321340.0,2013.0,4.59,162099,247984,23261,1935,3804,16964,49313,18335634
460,460,461,1078,1078,2346070,210,9781416500190.0,1931.0,3.97,182220,193405,8259,5262,11487,38413,67056,1078
461,461,462,2784,2784,2507145,34,9780140135150.0,1972.0,3.75,155658,156859,790,13276,13342,32193,39251,2784
462,462,463,5364,5364,2866304,141,9780385335970.0,1992.0,4.31,178110,210989,12025,1200,4958,27491,70976,5364
463,463,464,1923820,1923820,6405906,1449,,1611.0,4.43,159457,171594,4438,10011,6802,11712,14338,1923820
464,464,465,14758,14758,964332,53,9780743495660.0,2002.0,3.78,167400,174338,2513,3345,11596,50482,64358,14758
465,465,466,659469,659469,16998382,44,9780345368580.0,1989.0,4.48,155338,159435,957,991,2180,14437,43107,659469
466,466,467,297673,297673,3281466,9,9781594489590.0,2007.0,3.89,160330,181124,16640,5212,12924,37298,67080,297673
467,467,468,37415,37415,1643555,80,9780061120060.0,1937.0,3.87,181106,198264,9005,5743,14231,44676,69779,37415
468,468,469,41899,41899,4195128,123,9780439321600.0,2001.0,3.95,185928,209465,6523,2847,13155,52573,64027,41899
469,469,470,17851885,17851885,24987300,129,9780316322410.0,2012.0,4.06,214412,227850,14667,7433,9470,38518,77944,17851885
470,470,471,45032,45032,2722329,1208,9780141439810.0,1814.0,3.84,205064,224467,7046,4183,14784,59163,82001,45032
471,471,472,4069,4069,3389674,187,9780807014300.0,1946.0,4.33,171281,193751,10147,2161,4948,23224,59644,4069
472,472,473,237209,237209,3088141,78,9780670038600.0,2007.0,3.74,188024,201721,15392,6553,15636,51430,77182,237209
473,473,474,14743,14743,3044365,104,9780618680010.0,2006.0,3.89,162740,176774,6812,9571,11019,31723,60769,14743
474,474,475,8492825,8492825,10706553,8,9780525422940.0,2011.0,4.06,193141,218362,18556,2856,10629,43007,76839,8492825
475,475,476,7069,7069,1028204,165,9780345915600.0,1978.0,4.07,167106,179078,4569,3098,7716,31528,67942,7069
476,476,477,78129,78129,4511038,127,9780515141430.0,1997.0,4.04,162972,182703,8032,2652,7160,35471,71953,78129
477,477,478,2932,2932,604666,558,9780375757330.0,1719.0,3.66,178188,196865,4603,6429,18126,58497,67140,2932
478,478,479,28862,28862,1335445,1654,9780937832390.0,1513.0,3.78,153128,181980,5389,4222,14222,49930,63294,28862
479,479,480,18122,18122,1774510,42,9780440238160.0,2000.0,4.06,192315,217610,6693,4739,11883,39131,70648,18122
480,480,481,43889,43889,1323305,90,9780765346520.0,1994.0,4.13,175771,188159,5485,6176,9386,27430,55921,43889
481,481,482,6837103,6837103,7048306,46,9781439153670.0,2010.0,4.18,168082,179277,15812,1830,5689,26149,71058,6837103
482,482,483,5113,5113,3118417,125,9780316769020.0,1961.0,3.98,152906,162697,5297,2841,9398,34950,56515,5113
483,483,484,29059,29059,3185242,84,9780385720920.0,2001.0,3.69,154643,162963,5328,4541,13841,46314,60868,29059
484,484,485,4934,4934,3393910,1072,9780374528380.0,1880.0,4.3,155838,178135,7640,2339,5887,22752,51450,4934
485,485,486,307791,307791,2285229,69,9780375822740.0,2003.0,3.85,198809,204085,9322,3684,13227,53014,74561,307791
486,486,487,7670,7670,997271,122,9780060541810.0,1969.0,3.87,173186,178917,2555,1599,9379,48894,69876,7670
487,487,488,11566,11566,15599,162,9780451933030.0,1996.0,4.42,173950,191109,4873,725,3044,19770,59813,11566
488,488,489,2547,2547,2938937,721,9780001000390.0,1923.0,4.22,142641,164552,6263,2748,6601,24667,47472,2547
489,489,490,15196,15196,1947012,37,9780394541560.0,1985.0,4.35,184007,191615,4837,2822,4801,21104,56900,15196
490,490,491,2866718,2866718,2892871,67,9780312379830.0,2008.0,3.95,191743,198350,3356,5701,13859,43080,56984,2866718
491,491,492,7967,7967,2327777,99,9780812550760.0,1986.0,4.04,164287,182764,6579,1855,8031,36323,70924,7967
492,492,493,11138,11138,801500,152,9780684823780.0,1952.0,4.31,184759,198433,6041,4215,6220,23223,54958,11138
493,493,494,29044,29044,221359,141,9781400031700.0,1992.0,4.07,168405,189596,13324,3685,9750,32410,66858,29044
494,494,495,4953,4953,42857,65,9780375725780.0,2000.0,3.68,145459,149779,8673,7877,15434,35148,50148,4953
495,495,496,1295,1295,1584694,161,9780553381670.0,1980.0,4.02,176062,187874,5137,3977,10151,37279,63914,1295
496,496,497,3685,3685,4639714,1033,9780439228910.0,1877.0,3.94,183255,195205,3377,3633,11665,47165,62472,3685
497,497,498,656,656,4912783,1017,9780192833980.0,1869.0,4.11,168037,192992,8062,4952,9691,31876,60043,656
498,498,499,28676,28676,2270060,144,9780679735780.0,1991.0,3.81,166083,177109,7669,8639,13632,36830,61550,28676
499,499,500,38980,38980,2073907,125,9780613371650.0,2000.0,3.76,193140,200671,4289,5442,16659,57732,61651,38980
500,500,501,7061,7061,826298,108,9781400034770.0,1998.0,3.75,180320,189258,9369,6389,14860,49558,66723,7061
501,501,502,138398,138398,30474,36,9781582406720.0,2004.0,4.3,164530,167805,3397,3685,5008,20273,47455,138398
502,502,503,70535,70535,208362,221,9780451458000.0,1968.0,4.12,170841,180661,3722,2050,6387,32236,67831,70535
503,503,504,11422,11422,820210,63,9781590525140.0,1991.0,4.48,157506,163637,9147,2949,4277,13328,33009,11422
504,504,505,27523,27523,972769,63,9780842342700.0,1995.0,3.81,161173,165021,3210,12626,13163,31144,43391,27523
505,505,506,18635016,18635016,21587145,94,9780062059990.0,2014.0,4.21,139544,237039,21608,3322,9750,35942,72422,18635016
506,506,507,7938275,7938275,11349083,78,9780545265360.0,2010.0,4.49,129665,159760,6429,1015,2521,13438,42932,7938275
507,507,508,1869,1869,1840613,57,9780805063900.0,2001.0,3.6,152786,157470,5723,10628,14572,40395,53783,1869
508,508,509,1358844,1358844,2855627,90,9780593053900.0,2008.0,3.76,170096,182581,6838,3877,12970,52917,65379,1358844
509,509,510,233649,233649,1574475,71,9780812517730.0,1990.0,4.2,162595,172500,3061,1824,5059,25119,64494,233649
510,510,511,6534,6534,1045067,129,9780743477150.0,1990.0,4.01,167379,173045,2261,2760,6662,37396,66098,6534
511,511,512,23919,23919,30431,34,9780385074070.0,1849.0,4.37,160063,160326,1055,1247,2923,19028,49902,23919
512,512,513,561909,561909,878114,83,9780553256700.0,1971.0,4.42,171384,178722,7801,2958,3872,17731,44665,561909
513,513,514,3590,3590,1222101,1235,9780192835090.0,1892.0,4.29,139816,184991,4922,864,3047,24897,68111,3590
514,514,515,16735,16735,1312477,80,9780553381540.0,1986.0,4.22,159596,165367,3454,2169,5408,24359,55122,16735
515,515,516,3985,3985,2693329,80,9780312283000.0,2000.0,4.17,147717,156603,9326,2958,7191,22236,52498,3985
516,516,517,4268157,4268157,4315675,52,9780802798240.0,2008.0,4.07,198627,205008,9882,6422,11998,35815,57351,4268157
517,517,518,34268,34268,1358908,1416,9780805072460.0,1904.0,4.1,169306,196359,7464,2488,8076,38675,65507,34268
518,518,519,24768,24768,1568076,78,9780689865400.0,2005.0,3.85,193405,203755,9390,3808,13664,52192,72804,24768
519,519,520,11275,11275,2531376,125,9780965341980.0,1994.0,4.17,133408,159705,10724,2022,6154,23828,57956,11275
520,520,521,79885,79885,1427801,123,9780739465520.0,2005.0,4.14,149438,160724,4757,1136,3767,27768,67204,79885
521,521,522,49628,49628,1871423,113,9780375507250.0,2004.0,4.01,152441,172239,17001,5442,10645,28665,58983,49628
522,522,523,133518,133518,1235619,56,9780767902890.0,1990.0,4.12,168678,181159,10666,2623,7845,30102,65204,133518
523,523,524,114683,114683,110426,15,9781844137880.0,1988.0,3.83,149453,150117,687,11641,11724,27885,38313,114683
524,524,525,9593911,9593911,14480923,76,9780061978070.0,2012.0,4.07,181656,191644,13876,3024,8570,35845,69351,9593911
525,525,526,17231,17231,2113743,95,9780307277890.0,2004.0,3.89,150055,157862,5656,4689,10180,35941,53459,17231
526,526,527,110494,110494,738775,97,9781841493010.0,2002.0,3.97,190565,209338,6388,1576,8771,50217,81598,110494
527,527,528,34897,34897,791061,62,9780765305110.0,1991.0,4.23,153809,164783,2471,1667,4474,23895,59113,34897
528,528,529,7733,7733,2394716,1762,9780141439500.0,1726.0,3.55,168727,188299,3927,5995,19839,63680,61509,7733
529,529,530,12957,12957,2080738,805,9780743482750.0,1598.0,4.06,175616,185702,2686,2305,7837,37688,66480,12957
530,530,531,52357,52357,189503,601,9780393320980.0,975.0,3.42,155903,184187,5098,12256,25619,56758,51660,52357
531,531,532,59980,59980,2501570,74,9781401207530.0,1987.0,4.23,145267,148446,1954,3392,4611,19732,47742,59980
532,532,533,24817626,24817626,44458285,102,9780062409850.0,2015.0,3.31,138669,164828,24535,8284,26200,58810,48468,24817626
533,533,534,1044355,1044355,3255908,47,9780316143480.0,2008.0,4.04,150898,156976,9013,1847,5695,30933,63930,1044355
534,534,535,8490112,8490112,13355552,89,9780316134030.0,2011.0,4.04,198283,228815,23582,7073,12325,38879,76179,8490112
535,535,536,17878931,22328546,25037051,84,9781409151170.0,2015.0,4.08,83354,289740,30249,7454,14867,48254,95303,17878931
536,536,537,12609433,12609433,17624817,92,9781400069290.0,2011.0,4.03,155977,170269,9515,3239,6918,33079,66044,12609433
537,537,538,386187,386187,300461,76,9780679751530.0,1994.0,3.9,167997,175681,6635,2332,9145,42827,70546,386187
538,538,539,15717943,15717943,21389085,53,9781301949820.0,2012.0,4.34,189938,207777,18984,3520,6597,23251,56888,15717943
539,539,540,3008,3008,1313599,11,9780142437020.0,1905.0,4.2,199872,215833,5128,2653,6227,35428,73488,3008
540,540,541,51737,51737,1032900,45,9780142406250.0,2004.0,4.13,179415,183697,7421,2686,7512,33156,59958,51737
541,541,542,84119,84119,3294501,280,9780439861370.0,1954.0,3.9,189671,209180,4913,2752,13751,54684,68114,84119
542,542,543,6527740,6527740,13385418,63,9781595143070.0,2010.0,4.42,206792,217652,10312,2797,5330,21948,54440,6527740
543,543,544,77767,77767,2884161,146,9780064400020.0,1935.0,4.18,195424,200869,3220,3278,7217,33528,61997,77767
544,544,545,144974,144974,1602074,383,9780380002560.0,1922.0,4.29,173469,186686,2714,2438,5354,26752,52991,144974
545,545,546,629,629,175720,181,9780060589460.0,1974.0,3.76,139411,153992,6535,6589,14196,36227,49874,629
546,546,547,8909,8909,3194841,1167,9780375759240.0,1897.0,3.8,159752,181437,4930,2843,11418,51466,69720,8909
547,547,548,162085,162085,2191061,75,9780060887310.0,2006.0,3.9,156328,165836,8160,5743,12397,37519,47724,162085
548,548,549,231850,231850,261903,58,9780670241330.0,1948.0,4.28,160860,162337,1902,1966,5326,25357,42664,231850
549,549,550,3109,3109,3287769,54,9781594200820.0,2006.0,4.17,133271,147664,11843,1566,4451,22055,58252,3109
550,550,551,15790842,15790842,21443207,95,9780316176480.0,2013.0,3.74,138454,158661,20822,6855,13811,36514,57917,15790842
551,551,552,3462,3462,1268663,93,9780446696130.0,2000.0,4.1,142092,148370,3261,1692,5815,30135,49684,3462
552,552,553,107291,107291,1812101,135,9780450574580.0,1991.0,3.87,153821,161758,2448,2175,10254,42898,57042,107291
553,553,554,10987,10987,1131570,105,9780385336000.0,1993.0,4.38,157395,184208,8381,827,3030,21397,59170,10987
554,554,555,117251,117251,112914,3,9780393315060.0,1996.0,4.12,156869,156873,194,1788,6304,30594,50942,117251
555,555,556,10603,10603,996156,143,9780307348240.0,1981.0,3.65,158215,167044,2832,4096,16130,54393,52708,10603
556,556,557,10956,10956,812415,102,9780747560590.0,1993.0,3.83,159249,179190,7547,3780,12486,44781,67480,10956
557,557,558,140077,140077,1808005,88,9780441012180.0,2004.0,4.13,199572,210205,5327,1638,5933,39853,78663,140077
558,558,559,32261,32261,3331021,918,9780141439590.0,1891.0,3.77,171599,190665,6737,8364,16185,44317,64689,32261
559,559,560,2175,2175,2766347,1682,9780192840390.0,1856.0,3.64,158877,186553,7617,7682,18771,51707,62328,2175
560,560,561,378,378,1782584,82,9780394820380.0,1961.0,4.22,178432,185392,8011,2848,6922,27918,56237,378
561,561,562,7235533,7235533,8134945,48,9780765326360.0,2010.0,4.64,144822,164477,10947,1085,1827,7661,33962,7235533
562,562,563,140082,140082,602144,90,9781841493020.0,2003.0,4.03,181323,197558,5029,1179,6594,44594,78129,140082
563,563,564,248704,248704,240980,32,9780786851970.0,2006.0,4.14,161001,165713,8461,2018,6246,28680,58548,248704
564,564,565,68429,68429,2120474,60,9780765316880.0,2007.0,4.35,150736,171402,8541,534,2630,18661,63880,68429
565,565,566,25041504,25041504,44693518,94,,2015.0,3.7,99342,175532,16879,2923,12992,53847,69425,25041504
566,566,567,10032672,10032672,14928278,90,9780345525540.0,2011.0,4.07,140076,159668,17457,1464,5500,28409,69343,10032672
567,567,568,59960,59960,1104159,71,9781563893410.0,1986.0,4.25,135979,144349,2838,3353,5104,18631,42654,59960
568,568,569,13152,13152,1829521,96,9780446617800.0,2005.0,4.08,172302,183035,8606,4747,9858,32564,54067,13152
569,569,570,285092,285092,2961887,136,9781573225520.0,1995.0,3.94,134849,150929,4792,1587,6973,34435,63435,285092
570,570,571,15925,15925,810630,88,9780446696110.0,2003.0,4.14,136427,142884,4333,1867,5499,26372,45789,15925
571,571,572,46756,46756,3143431,109,9780385721680.0,2003.0,4.0,151500,167177,10391,3548,8557,31794,64097,46756
572,572,573,1274,1274,55001,202,9780060574220.0,1998.0,3.52,113915,129520,4191,8235,15283,38147,36751,1274
573,573,574,33313,33313,4219,78,9780060899230.0,2000.0,4.0,134177,145933,7582,1668,5600,30364,61600,33313
574,574,575,7669,7669,1525987,124,9780099244720.0,1999.0,3.83,148563,158413,3628,2738,11205,41822,57567,7669
575,575,576,19380,19380,2833018,1039,9780486266890.0,1759.0,3.76,151471,171617,5504,4906,14285,45693,59709,19380
576,576,577,84981,84981,1955922,127,9780374480100.0,1975.0,3.85,174280,184056,7187,3823,12462,46988,64213,84981
577,577,578,10629,10629,1150571,156,9782253147700.0,1983.0,3.72,151160,157664,2092,3156,14024,48479,49499,10629
578,578,579,197084,197084,1837885,44,9780001713220.0,1960.0,4.16,174204,177809,1864,3986,8065,31523,45916,197084
579,579,580,222078,222078,215065,102,9780714833550.0,1950.0,3.83,164708,166453,470,12639,13426,32492,39357,222078
580,580,581,13206760,13206760,18390691,64,9780312642970.0,2013.0,4.3,193766,213010,23054,1250,3669,25696,81461,13206760
581,581,582,69571,69571,3366043,185,9780751532720.0,1997.0,3.95,153764,173904,6790,5093,11346,35831,57062,69571
582,582,583,10637766,10637766,14158688,65,9781442426640.0,2011.0,4.16,190722,197338,7290,4217,9307,32161,55811,10637766
583,583,584,6101718,6101718,6278977,67,9780670020550.0,2009.0,3.47,147908,165609,18232,10045,21851,47087,52810,6101718
584,584,585,13615,13615,1782155,44,9781421501680.0,2004.0,4.42,139501,141095,2470,2040,3448,14453,34728,13615
585,585,586,3682,3682,2113193,65,9780689875340.0,2003.0,3.79,173613,182107,8902,6620,16645,44166,56502,3682
586,586,587,256566,256566,886727,107,9780060529700.0,2002.0,3.9,131492,144312,7019,4169,10063,30365,51579,256566
587,587,588,15769,15769,2508588,101,9780752863890.0,1986.0,4.09,142168,145806,1010,1623,4638,27003,57766,15769
588,588,589,16056408,16056408,19113823,53,9780425266750.0,2012.0,4.11,133937,189861,11189,4496,8142,31038,64085,16056408
589,589,590,58696,58696,4711940,1240,9780140439440.0,1849.0,3.96,150512,164400,4623,3426,9508,35753,56963,58696
590,590,591,693208,693208,829330,67,9780316013680.0,2007.0,4.11,160607,171492,18988,3502,7316,26704,62780,693208
591,591,592,117833,117833,876183,586,9780679760800.0,1967.0,4.32,131389,156780,7365,2428,5647,18910,42164,117833
592,592,593,13642,13642,113603,157,9780553383040.0,1968.0,3.99,155042,167058,5357,3253,9210,34737,58618,13642
593,593,594,357664,357664,25169,77,9780763616050.0,2000.0,4.0,154476,159075,6594,2076,8308,36097,54057,357664
594,594,595,5148,5148,39755,82,9780743253970.0,1959.0,3.56,155901,162403,5580,8518,18503,45480,53424,5148
595,595,596,5349,5349,3154548,117,9780385339600.0,1995.0,3.91,137412,142791,1518,986,6288,38331,55983,5349
596,596,597,3836,3836,121842,1887,9780142437230.0,1605.0,3.85,134931,159253,5429,4667,12289,38171,50811,3836
597,597,598,45107,77197,171715,108,9780006480100.0,1995.0,4.14,132777,162482,6023,2462,6103,25949,59803,45107
598,598,599,8695,8695,1877624,162,9780345418920.0,1980.0,4.22,153838,172365,3851,700,3728,27009,66783,8695
599,599,600,7740152,7740152,7380161,82,9780385739150.0,2010.0,3.89,174393,181384,7245,5367,14327,41971,52983,7740152
600,600,601,19321,19321,644171,1,9780723247710.0,1901.0,4.17,162373,165470,1404,2294,6298,30659,48594,19321
601,601,602,65641,65641,1419727,257,9780064405040.0,1953.0,3.95,170453,185348,3391,1580,9479,47180,65697,65641
602,602,603,2767793,2767793,2793516,63,9780765316900.0,2008.0,4.46,143622,161085,9111,596,2257,14291,49628,2767793
603,603,604,68783,68783,926090,49,9780679746040.0,1993.0,3.9,145161,151176,3532,1827,8242,38968,56689,68783
604,604,605,40173,40173,2270522,24,9780061173390.0,2007.0,3.85,127096,135734,6724,3901,9551,32729,46450,40173
605,605,606,71728,71728,1743336,278,9780743278900.0,1970.0,3.8,133728,150767,5501,6169,13796,34951,44689,71728
606,606,607,8755785,8755785,13629068,7,9781481426300.0,2014.0,4.48,177796,203325,19582,1683,4287,18763,49304,8755785
607,607,608,310259,310259,277308,54,9780920668380.0,1986.0,4.34,159703,162007,4286,5949,6288,16941,29626,310259
608,608,609,10567,10567,3017730,123,9781416524520.0,2006.0,3.64,144591,153150,4841,5563,16309,44687,47447,10567
609,609,610,16158542,16158542,21998925,33,9780670025820.0,2013.0,4.32,113565,139128,16287,2292,3772,15002,43457,16158542
610,610,611,7332,7332,4733799,339,9780618391110.0,1977.0,3.87,134106,160751,5743,4943,13613,36498,47548,7332
611,611,612,5094,5094,2113248,164,9780451210850.0,1987.0,4.23,139052,157513,5293,1062,4303,22908,59055,5094
612,612,613,3407877,3407877,3448086,119,9780330449600.0,2008.0,4.12,138377,157088,15953,1501,5098,26557,63709,3407877
613,613,614,17690,17690,2965832,915,9780099428640.0,1925.0,3.98,131856,159270,4717,3539,9051,31198,58123,17690
614,614,615,22205,22205,132402,42,9780142501560.0,2002.0,4.03,151829,155107,4597,2714,8175,32346,49750,22205
615,615,616,14864,14864,3375925,65,9780743275020.0,2000.0,3.97,128406,138814,6231,1123,5518,32571,57131,14864
616,616,617,6314763,6314763,6499995,69,9780385523390.0,2010.0,3.7,127186,146868,12873,3322,11023,43493,57605,6314763
617,617,618,8921,8921,3311984,1717,9780451528020.0,1902.0,4.09,154517,178563,5421,1098,5204,35369,71857,8921
618,618,619,11468377,11468377,16402639,106,9780374275630.0,2011.0,4.08,136950,149271,5715,3714,7025,25687,49723,11468377
619,619,620,402045,402045,806813,103,9780345350500.0,1982.0,4.12,157736,163331,5582,3469,7966,27551,51373,402045
620,620,621,37732,37732,4121,75,9780689841580.0,1970.0,3.89,151789,162083,5168,3588,10014,40314,55092,37732
621,621,622,15926,15926,943470,115,9780553813950.0,2002.0,3.82,129807,136507,4025,3102,10605,36852,42686,15926
622,622,623,18775247,18775247,26680281,111,9781476754450.0,2014.0,3.92,125847,148491,12447,3242,7332,32479,60965,18775247
623,623,624,140075,140075,3159810,73,9780441014940.0,2007.0,4.05,162689,173654,3372,1127,5785,37956,66515,140075
624,624,625,5166,5166,3221872,39,9780375706780.0,1997.0,3.97,133155,135534,3830,1317,5372,30829,57029,5166
625,625,626,420282,420282,1045364,57,9780395389490.0,1985.0,4.29,168001,168847,2498,2857,6268,23676,42383,420282
626,626,627,125507,125507,120878,39,9780140544510.0,1989.0,4.29,141945,144093,2618,1449,4217,21301,40806,125507
627,627,628,32682,32682,5054702,88,9780425134350.0,1987.0,4.11,141674,146201,939,1351,3943,27548,58440,32682
628,628,629,1431,1431,3287043,229,9780061124270.0,1998.0,3.69,111856,132191,6063,5217,12725,35174,43885,1431
629,629,630,16071764,16071764,21865596,66,9780385349950.0,2013.0,3.94,135635,145331,10385,3688,7487,30825,55784,16071764
630,630,631,170210,170210,1053933,80,9780441013330.0,2005.0,4.01,169560,179156,3733,969,6113,42398,69792,170210
